IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.107.199,2095,2095,false,SIN,Asia Pacific,Singapore,23,7.97
47.74.34.162,8443,8443,true,NRT,Asia Pacific,Tokyo,104,7.97
47.74.15.80,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.97
8.219.167.65,8443,8443,true,SIN,Asia Pacific,Singapore,95,7.97
8.219.175.127,2083,2083,true,SIN,Asia Pacific,Singapore,60,7.97
8.219.58.64,2083,2083,true,SIN,Asia Pacific,Singapore,77,7.96
8.217.250.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,114,7.96
8.219.170.180,80,80,false,SIN,Asia Pacific,Singapore,4,7.96
47.74.15.120,2082,2082,false,NRT,Asia Pacific,Tokyo,104,7.96
8.222.224.17,2096,2096,true,SIN,Asia Pacific,Singapore,102,7.95
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,7.95
8.222.197.251,2096,2096,true,SIN,Asia Pacific,Singapore,70,7.94
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,7.94
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,90,7.94
8.219.58.64,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.94
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,88,7.94
8.219.115.215,2083,2083,true,SIN,Asia Pacific,Singapore,123,7.94
47.91.31.231,2052,2052,false,NRT,Asia Pacific,Tokyo,74,7.93
8.219.113.27,2083,2083,true,SIN,Asia Pacific,Singapore,97,7.93
47.236.145.180,2086,2086,false,SIN,Asia Pacific,Singapore,35,7.93
8.209.246.24,2096,2096,true,NRT,Asia Pacific,Tokyo,78,7.92
47.74.39.194,2096,2096,true,NRT,Asia Pacific,Tokyo,129,7.92
47.74.52.188,2087,2087,true,NRT,Asia Pacific,Tokyo,85,7.92
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,91,7.92
8.210.117.18,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,7.92
47.236.104.98,8880,8880,false,SIN,Asia Pacific,Singapore,30,7.92
8.219.172.128,8443,8443,true,SIN,Asia Pacific,Singapore,183,7.92
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,100,7.91
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,13,7.91
8.219.103.126,443,443,true,SIN,Asia Pacific,Singapore,74,7.91
8.219.185.191,2087,2087,true,SIN,Asia Pacific,Singapore,58,7.91
47.236.7.246,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.91
8.219.102.252,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.91
47.236.79.77,2082,2082,false,SIN,Asia Pacific,Singapore,32,7.91
47.74.26.132,2083,2083,true,NRT,Asia Pacific,Tokyo,155,7.91
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,7.90
8.219.251.81,2083,2083,true,SIN,Asia Pacific,Singapore,93,7.90
8.209.214.222,2083,2083,true,NRT,Asia Pacific,Tokyo,98,7.90
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,72,7.90
47.74.52.104,8443,8443,true,NRT,Asia Pacific,Tokyo,208,7.90
8.219.228.186,2053,2053,true,SIN,Asia Pacific,Singapore,78,7.90
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,33,7.90
47.236.87.246,2083,2083,true,SIN,Asia Pacific,Singapore,102,7.90
47.74.37.50,2053,2053,true,NRT,Asia Pacific,Tokyo,108,7.90
47.236.116.208,80,80,false,SIN,Asia Pacific,Singapore,18,7.90
47.74.23.99,2053,2053,true,NRT,Asia Pacific,Tokyo,216,7.89
47.74.5.99,2082,2082,false,NRT,Asia Pacific,Tokyo,73,7.89
8.222.197.251,2052,2052,false,SIN,Asia Pacific,Singapore,11,7.89
47.245.55.94,8443,8443,true,NRT,Asia Pacific,Tokyo,131,7.88
8.222.212.219,2096,2096,true,SIN,Asia Pacific,Singapore,139,7.88
8.219.112.75,2083,2083,true,SIN,Asia Pacific,Singapore,56,7.88
8.219.137.50,2052,2052,false,SIN,Asia Pacific,Singapore,5,7.88
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,44,7.88
47.74.3.2,80,80,false,NRT,Asia Pacific,Tokyo,84,7.87
8.222.169.182,80,80,false,SIN,Asia Pacific,Singapore,29,7.87
8.218.149.193,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,7.87
8.219.134.63,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.87
8.222.212.219,2095,2095,false,SIN,Asia Pacific,Singapore,10,7.86
8.222.221.197,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.86
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,57,7.86
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,12,7.86
47.91.19.249,8443,8443,true,NRT,Asia Pacific,Tokyo,115,7.86
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,80,7.86
47.245.37.37,2082,2082,false,NRT,Asia Pacific,Tokyo,79,7.86
47.74.27.94,8880,8880,false,NRT,Asia Pacific,Tokyo,80,7.85
47.74.15.117,2082,2082,false,NRT,Asia Pacific,Tokyo,74,7.85
47.74.27.29,2083,2083,true,NRT,Asia Pacific,Tokyo,182,7.85
47.74.5.150,2082,2082,false,NRT,Asia Pacific,Tokyo,86,7.85
8.222.208.83,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.85
47.74.15.120,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.85
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,7.84
47.245.33.163,2082,2082,false,NRT,Asia Pacific,Tokyo,88,7.84
8.219.72.51,2082,2082,false,SIN,Asia Pacific,Singapore,7,7.84
47.91.15.247,8443,8443,true,NRT,Asia Pacific,Tokyo,112,7.83
8.219.92.89,2053,2053,true,SIN,Asia Pacific,Singapore,155,7.83
47.91.21.149,2095,2095,false,NRT,Asia Pacific,Tokyo,76,7.83
47.236.87.246,2083,2083,true,SIN,Asia Pacific,Singapore,55,7.83
47.91.17.102,2052,2052,false,NRT,Asia Pacific,Tokyo,77,7.83
47.74.10.135,2082,2082,false,NRT,Asia Pacific,Tokyo,79,7.83
8.209.212.5,2096,2096,true,NRT,Asia Pacific,Tokyo,78,7.82
47.245.33.158,2087,2087,true,NRT,Asia Pacific,Tokyo,81,7.82
47.245.37.94,80,80,false,NRT,Asia Pacific,Tokyo,87,7.82
47.91.3.112,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.82
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,32,7.82
8.222.198.105,2086,2086,false,SIN,Asia Pacific,Singapore,13,7.82
8.219.159.232,2053,2053,true,SIN,Asia Pacific,Singapore,111,7.81
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.81
8.222.221.109,8443,8443,true,SIN,Asia Pacific,Singapore,64,7.81
47.74.10.135,2096,2096,true,NRT,Asia Pacific,Tokyo,178,7.81
47.91.22.115,80,80,false,NRT,Asia Pacific,Tokyo,81,7.81
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,83,7.80
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,25,7.80
8.222.229.102,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.80
47.74.26.196,2052,2052,false,HKG,Asia Pacific,Hong Kong,187,7.80
8.219.140.63,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.80
47.74.27.151,8080,8080,false,NRT,Asia Pacific,Tokyo,82,7.79
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,7.79
8.219.99.8,443,443,true,SIN,Asia Pacific,Singapore,87,7.79
47.74.3.2,2083,2083,true,NRT,Asia Pacific,Tokyo,105,7.79
8.218.126.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,7.79
47.242.59.216,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,7.78
47.91.16.214,2087,2087,true,NRT,Asia Pacific,Tokyo,118,7.78
8.219.222.8,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.78
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,7.78
8.209.214.222,2053,2053,true,NRT,Asia Pacific,Tokyo,110,7.78
8.222.229.22,8880,8880,false,SIN,Asia Pacific,Singapore,37,7.78
8.222.248.188,8443,8443,true,SIN,Asia Pacific,Singapore,61,7.77
47.245.59.243,8443,8443,true,NRT,Asia Pacific,Tokyo,84,7.77
8.222.224.163,8880,8880,false,SIN,Asia Pacific,Singapore,26,7.77
47.74.42.111,8443,8443,true,NRT,Asia Pacific,Tokyo,268,7.77
47.236.97.254,2053,2053,true,SIN,Asia Pacific,Singapore,93,7.77
47.74.15.80,2083,2083,true,NRT,Asia Pacific,Tokyo,136,7.77
8.222.211.16,2087,2087,true,SIN,Asia Pacific,Singapore,134,7.76
8.210.107.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,7.76
8.222.212.219,80,80,false,SIN,Asia Pacific,Singapore,24,7.76
8.209.243.137,2052,2052,false,NRT,Asia Pacific,Tokyo,81,7.76
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,38,7.76
8.218.201.73,443,443,true,HKG,Asia Pacific,Hong Kong,42,7.76
47.245.39.28,80,80,false,NRT,Asia Pacific,Tokyo,89,7.76
8.222.187.4,8443,8443,true,SIN,Asia Pacific,Singapore,36,7.75
8.219.154.107,2052,2052,false,SIN,Asia Pacific,Singapore,17,7.75
8.222.198.105,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.74
47.74.16.67,2087,2087,true,NRT,Asia Pacific,Tokyo,118,7.74
8.219.100.155,2083,2083,true,SIN,Asia Pacific,Singapore,101,7.74
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,27,7.74
47.236.123.133,2096,2096,true,SIN,Asia Pacific,Singapore,110,7.74
47.74.27.151,2052,2052,false,NRT,Asia Pacific,Tokyo,78,7.74
8.219.173.239,2096,2096,true,SIN,Asia Pacific,Singapore,104,7.74
8.219.233.6,8880,8880,false,SIN,Asia Pacific,Singapore,43,7.74
8.219.170.58,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.73
8.219.161.129,2053,2053,true,SIN,Asia Pacific,Singapore,105,7.73
47.74.54.145,2096,2096,true,NRT,Asia Pacific,Tokyo,204,7.73
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,106,7.73
47.236.97.254,2087,2087,true,SIN,Asia Pacific,Singapore,77,7.73
8.222.221.109,8080,8080,false,SIN,Asia Pacific,Singapore,12,7.72
8.222.155.242,2096,2096,true,SIN,Asia Pacific,Singapore,85,7.72
47.91.1.199,8880,8880,false,NRT,Asia Pacific,Tokyo,81,7.72
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,7.71
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,30,7.71
47.236.99.131,2082,2082,false,SIN,Asia Pacific,Singapore,33,7.71
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,26,7.71
47.74.22.171,8080,8080,false,NRT,Asia Pacific,Tokyo,87,7.70
47.236.87.246,8443,8443,true,SIN,Asia Pacific,Singapore,72,7.70
47.74.7.51,8443,8443,true,NRT,Asia Pacific,Tokyo,154,7.70
47.74.15.120,2053,2053,true,NRT,Asia Pacific,Tokyo,152,7.70
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,7.70
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,7.69
8.219.195.47,2096,2096,true,SIN,Asia Pacific,Singapore,100,7.69
8.219.196.24,2082,2082,false,SIN,Asia Pacific,Singapore,3,7.69
8.219.98.13,2087,2087,true,SIN,Asia Pacific,Singapore,103,7.69
47.245.37.41,8080,8080,false,NRT,Asia Pacific,Tokyo,73,7.69
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,18,7.69
8.219.84.102,2096,2096,true,SIN,Asia Pacific,Singapore,76,7.68
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,7.68
8.209.240.227,2082,2082,false,NRT,Asia Pacific,Tokyo,84,7.68
8.218.2.181,443,443,true,HKG,Asia Pacific,Hong Kong,79,7.68
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,119,7.68
8.219.66.156,2053,2053,true,SIN,Asia Pacific,Singapore,81,7.68
47.74.18.121,8880,8880,false,NRT,Asia Pacific,Tokyo,80,7.68
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,60,7.68
8.219.129.38,80,80,false,SIN,Asia Pacific,Singapore,16,7.67
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,7,7.67
47.74.39.194,2083,2083,true,NRT,Asia Pacific,Tokyo,137,7.67
8.219.186.189,2053,2053,true,SIN,Asia Pacific,Singapore,88,7.67
47.236.104.11,2053,2053,true,SIN,Asia Pacific,Singapore,71,7.66
8.222.140.87,443,443,true,SIN,Asia Pacific,Singapore,91,7.66
47.74.4.47,2083,2083,true,NRT,Asia Pacific,Tokyo,105,7.66
8.222.224.162,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.66
47.74.14.85,2052,2052,false,NRT,Asia Pacific,Tokyo,78,7.65
8.222.213.221,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.64
47.91.16.198,2082,2082,false,NRT,Asia Pacific,Tokyo,96,7.64
47.91.17.102,80,80,false,NRT,Asia Pacific,Tokyo,82,7.64
47.245.41.169,2082,2082,false,NRT,Asia Pacific,Tokyo,74,7.64
8.219.42.72,443,0,true,SIN,Asia Pacific,Singapore,2,7.64
47.74.34.162,2086,2086,false,NRT,Asia Pacific,Tokyo,74,7.64
47.74.5.233,2086,2086,false,NRT,Asia Pacific,Tokyo,79,7.64
8.219.124.227,2087,2087,true,SIN,Asia Pacific,Singapore,67,7.64
47.74.4.47,2086,2086,false,NRT,Asia Pacific,Tokyo,87,7.64
8.219.170.58,2095,2095,false,SIN,Asia Pacific,Singapore,14,7.64
8.210.65.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,7.64
47.74.7.51,2087,2087,true,NRT,Asia Pacific,Tokyo,178,7.63
47.74.11.9,8443,8443,true,NRT,Asia Pacific,Tokyo,170,7.63
8.219.107.199,2053,2053,true,SIN,Asia Pacific,Singapore,113,7.63
8.219.134.117,8880,8880,false,SIN,Asia Pacific,Singapore,9,7.63
8.219.70.117,8443,8443,true,SIN,Asia Pacific,Singapore,71,7.63
47.74.36.154,2087,2087,true,NRT,Asia Pacific,Tokyo,88,7.63
8.218.149.193,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,7.62
47.236.114.167,2095,2095,false,SIN,Asia Pacific,Singapore,509,7.62
8.219.58.64,443,443,true,SIN,Asia Pacific,Singapore,45,7.61
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,7.61
8.222.252.150,2052,2052,false,SIN,Asia Pacific,Singapore,11,7.61
47.91.18.207,2082,2082,false,NRT,Asia Pacific,Tokyo,79,7.61
8.219.170.58,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.61
8.219.107.199,80,80,false,SIN,Asia Pacific,Singapore,9,7.60
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,61,7.60
8.219.137.50,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.60
8.222.150.197,8443,8443,true,SIN,Asia Pacific,Singapore,88,7.60
47.91.25.66,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.60
47.74.26.132,2053,2053,true,NRT,Asia Pacific,Tokyo,145,7.59
8.219.87.34,8880,8880,false,SIN,Asia Pacific,Singapore,17,7.59
8.219.104.242,2052,2052,false,SIN,Asia Pacific,Singapore,18,7.59
47.236.114.23,8080,8080,false,SIN,Asia Pacific,Singapore,7,7.59
47.236.97.254,8443,8443,true,SIN,Asia Pacific,Singapore,106,7.59
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,7.59
8.219.179.34,2096,2096,true,SIN,Asia Pacific,Singapore,62,7.59
47.74.4.47,8880,8880,false,NRT,Asia Pacific,Tokyo,85,7.58
8.219.228.157,8880,8880,false,SIN,Asia Pacific,Singapore,22,7.58
8.222.255.15,443,443,true,SIN,Asia Pacific,Singapore,74,7.58
47.236.87.246,2096,2096,true,SIN,Asia Pacific,Singapore,35,7.58
8.222.244.123,2083,2083,true,SIN,Asia Pacific,Singapore,50,7.58
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,72,7.58
8.219.74.35,2053,2053,true,SIN,Asia Pacific,Singapore,69,7.58
8.222.221.109,2052,2052,false,SIN,Asia Pacific,Singapore,11,7.57
47.74.13.239,8443,8443,true,NRT,Asia Pacific,Tokyo,133,7.57
47.236.144.156,2087,2087,true,SIN,Asia Pacific,Singapore,53,7.57
47.236.114.167,2053,2053,true,SIN,Asia Pacific,Singapore,84,7.57
8.219.228.157,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.56
8.209.246.24,2095,2095,false,NRT,Asia Pacific,Tokyo,81,7.56
8.219.170.180,8080,8080,false,SIN,Asia Pacific,Singapore,11,7.56
47.245.52.240,2096,2096,true,NRT,Asia Pacific,Tokyo,120,7.56
8.222.252.150,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.56
8.219.185.191,2096,2096,true,SIN,Asia Pacific,Singapore,77,7.55
8.222.129.32,2087,2087,true,SIN,Asia Pacific,Singapore,97,7.55
47.91.14.69,2096,2096,true,NRT,Asia Pacific,Tokyo,118,7.55
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,7.55
8.219.73.188,2086,2086,false,SIN,Asia Pacific,Singapore,26,7.55
47.236.83.196,8880,8880,false,SIN,Asia Pacific,Singapore,13,7.54
8.219.66.156,2082,2082,false,SIN,Asia Pacific,Singapore,18,7.54
47.91.20.105,2083,2083,true,NRT,Asia Pacific,Tokyo,245,7.54
8.209.222.31,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.54
47.74.8.238,80,80,false,NRT,Asia Pacific,Tokyo,83,7.54
8.219.87.34,2096,2096,true,SIN,Asia Pacific,Singapore,70,7.54
8.219.92.89,8443,8443,true,SIN,Asia Pacific,Singapore,104,7.53
47.245.34.140,2053,2053,true,NRT,Asia Pacific,Tokyo,85,7.53
47.245.53.50,2087,2087,true,NRT,Asia Pacific,Tokyo,91,7.53
8.219.140.63,2096,2096,true,SIN,Asia Pacific,Singapore,81,7.53
47.91.1.199,2096,2096,true,NRT,Asia Pacific,Tokyo,196,7.53
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,59,7.53
8.219.126.3,2082,2082,false,SIN,Asia Pacific,Singapore,28,7.53
47.74.46.84,2053,2053,true,NRT,Asia Pacific,Tokyo,135,7.52
47.245.41.69,2096,2096,true,NRT,Asia Pacific,Tokyo,89,7.52
8.219.66.156,2087,2087,true,SIN,Asia Pacific,Singapore,112,7.52
8.219.142.229,2053,2053,true,SIN,Asia Pacific,Singapore,81,7.51
47.91.17.102,2096,2096,true,NRT,Asia Pacific,Tokyo,172,7.51
8.219.72.50,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.51
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,77,7.51
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,7.51
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,7.50
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,47,7.50
47.236.97.254,2053,2053,true,SIN,Asia Pacific,Singapore,49,7.50
8.219.60.68,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.50
47.74.15.117,2096,2096,true,NRT,Asia Pacific,Tokyo,107,7.50
47.91.23.146,2052,2052,false,NRT,Asia Pacific,Tokyo,72,7.50
47.74.54.145,2053,2053,true,NRT,Asia Pacific,Tokyo,90,7.50
8.219.97.179,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.50
8.222.249.98,2053,2053,true,SIN,Asia Pacific,Singapore,65,7.50
8.218.146.204,443,443,true,HKG,Asia Pacific,Hong Kong,68,7.49
8.222.212.172,2053,2053,true,SIN,Asia Pacific,Singapore,62,7.49
8.219.142.229,2087,2087,true,SIN,Asia Pacific,Singapore,73,7.49
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,63,7.49
8.209.222.31,2052,2052,false,NRT,Asia Pacific,Tokyo,83,7.49
8.209.222.232,2096,2096,true,HKG,Asia Pacific,Hong Kong,224,7.49
8.219.93.85,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.49
8.222.198.105,2083,2083,true,SIN,Asia Pacific,Singapore,47,7.48
47.91.14.62,2096,2096,true,NRT,Asia Pacific,Tokyo,162,7.48
47.236.7.246,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.47
8.219.251.81,80,80,false,SIN,Asia Pacific,Singapore,25,7.47
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,61,7.47
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.47
47.245.33.163,2087,2087,true,NRT,Asia Pacific,Tokyo,77,7.46
8.222.144.117,80,80,false,SIN,Asia Pacific,Singapore,5,7.46
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,7.46
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,92,7.45
47.236.97.254,2083,2083,true,SIN,Asia Pacific,Singapore,90,7.45
47.74.27.151,2095,2095,false,NRT,Asia Pacific,Tokyo,72,7.45
47.91.18.207,2052,2052,false,NRT,Asia Pacific,Tokyo,101,7.45
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,13,7.45
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,7.45
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,88,7.45
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,119,7.45
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,7.45
8.219.204.120,8080,8080,false,SIN,Asia Pacific,Singapore,12,7.44
47.91.3.179,2096,2096,true,NRT,Asia Pacific,Tokyo,89,7.44
47.243.203.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,7.44
8.210.107.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,7.44
47.74.0.183,2083,2083,true,NRT,Asia Pacific,Tokyo,104,7.44
47.74.42.111,2053,2053,true,NRT,Asia Pacific,Tokyo,126,7.44
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,27,7.44
8.219.140.229,8443,8443,true,SIN,Asia Pacific,Singapore,88,7.44
8.219.121.24,8443,8443,true,SIN,Asia Pacific,Singapore,59,7.44
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,8,7.43
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,7.43
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,7.43
8.217.207.60,8443,8443,true,HKG,Asia Pacific,Hong Kong,102,7.43
47.74.10.135,8443,8443,true,NRT,Asia Pacific,Tokyo,122,7.43
47.74.16.67,2052,2052,false,NRT,Asia Pacific,Tokyo,100,7.43
8.219.238.145,2082,2082,false,SIN,Asia Pacific,Singapore,24,7.43
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,63,7.43
47.74.18.121,8080,8080,false,NRT,Asia Pacific,Tokyo,76,7.43
47.245.39.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,159,7.42
47.74.34.38,2096,2096,true,NRT,Asia Pacific,Tokyo,230,7.42
47.236.7.246,8443,8443,true,SIN,Asia Pacific,Singapore,74,7.42
47.236.114.167,8080,8080,false,SIN,Asia Pacific,Singapore,13,7.42
47.236.7.13,2095,2095,false,SIN,Asia Pacific,Singapore,25,7.42
47.245.53.101,2096,2096,true,NRT,Asia Pacific,Tokyo,138,7.42
8.222.227.191,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.41
8.219.145.245,2083,2083,true,SIN,Asia Pacific,Singapore,79,7.41
47.74.27.211,2087,2087,true,NRT,Asia Pacific,Tokyo,141,7.41
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,105,7.41
8.218.119.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,7.41
47.91.3.135,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.40
8.218.158.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,7.40
8.219.241.189,8443,8443,true,SIN,Asia Pacific,Singapore,74,7.40
8.222.244.123,443,443,true,SIN,Asia Pacific,Singapore,45,7.40
47.236.82.218,2052,2052,false,SIN,Asia Pacific,Singapore,6,7.40
47.74.5.233,8443,8443,true,NRT,Asia Pacific,Tokyo,101,7.40
47.74.52.188,8880,8880,false,NRT,Asia Pacific,Tokyo,76,7.40
47.74.13.239,8080,8080,false,NRT,Asia Pacific,Tokyo,81,7.39
8.209.222.31,8443,8443,true,NRT,Asia Pacific,Tokyo,132,7.39
47.243.107.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,7.39
47.236.65.177,2095,2095,false,SIN,Asia Pacific,Singapore,30,7.39
8.210.156.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,7.39
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,7.39
47.91.29.108,2082,2082,false,NRT,Asia Pacific,Tokyo,74,7.39
47.91.3.179,2086,2086,false,NRT,Asia Pacific,Tokyo,74,7.39
47.74.26.131,2086,2086,false,NRT,Asia Pacific,Tokyo,77,7.38
47.245.113.12,2086,2086,false,SIN,Asia Pacific,Singapore,23,7.38
8.222.244.123,8443,8443,true,SIN,Asia Pacific,Singapore,38,7.38
47.91.3.112,2095,2095,false,NRT,Asia Pacific,Tokyo,79,7.38
8.219.129.38,2053,2053,true,SIN,Asia Pacific,Singapore,165,7.37
47.74.11.219,2096,2096,true,NRT,Asia Pacific,Tokyo,157,7.37
8.218.22.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,141,7.37
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.37
8.219.167.65,2096,2096,true,SIN,Asia Pacific,Singapore,114,7.37
8.217.250.5,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,7.37
8.219.167.113,2053,2053,true,SIN,Asia Pacific,Singapore,72,7.37
47.243.161.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,7.37
47.74.11.251,2095,2095,false,NRT,Asia Pacific,Tokyo,72,7.36
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,7.36
47.91.20.105,2052,2052,false,NRT,Asia Pacific,Tokyo,76,7.36
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,123,7.36
47.74.15.117,2082,2082,false,NRT,Asia Pacific,Tokyo,84,7.36
47.245.41.169,2087,2087,true,NRT,Asia Pacific,Tokyo,78,7.36
47.74.13.200,2087,2087,true,NRT,Asia Pacific,Tokyo,101,7.36
8.219.173.195,2053,2053,true,SIN,Asia Pacific,Singapore,94,7.36
8.219.170.180,2087,2087,true,SIN,Asia Pacific,Singapore,71,7.36
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,151,7.36
47.74.13.94,2053,2053,true,NRT,Asia Pacific,Tokyo,193,7.35
47.74.5.99,2087,2087,true,NRT,Asia Pacific,Tokyo,143,7.35
8.222.255.15,2096,2096,true,SIN,Asia Pacific,Singapore,70,7.35
8.222.213.221,8443,8443,true,SIN,Asia Pacific,Singapore,71,7.35
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,7.35
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,60,7.34
